emacsen-common,0
gstreamer1.0-plugins-bad-videoparsers,0
sessioninstaller,0
libmtp-common,0
python-cycler,0
evolution-data-server,0
libonig2,0
libelf1,0
printer-driver-hpcups,0
libbabeltrace-ctf1,0
ruby-minitest,0
librasqal3,0
libsoundtouch1,0
libqt5organizer5,0
libreoffice-style-breeze,0
tla-doc,0
libtasn1-6,36143192
libltdl7,14729878
bamfdaemon,7365969
unity-scope-yelp,0
liblockfile-bin,0
lightdm,7365219
gnome-nibbles,0
libwind0-heimdal,7403847
logrotate,0
lxterminal,4682129
base-files,0
xserver-xorg-video-ati-hwe-16.04,0
liblapack3,0
unity-scope-texdoc,0
librados-dev,0
libaudit1,56859004
python3-checkbox-support,0
libqt5gui5,0
python-dbus,0
efibootmgr,0
libavalon-framework-java,0
libmutter0g,0
cups-server-common,0
light-locker,0
texlive-fonts-recommended,0
google-chrome-stable,0
libgexiv2-2,0
ubuntu-application-api3-test,0
libgvnc-1.0-0,0
xorg,0
docbook-dsssl,0
gconf2,5783
libxml-commons-external-java,0
mscompress,0
libwvstreams4.6-extras,0
fonts-liberation,0
linux-image-4.15.0-43-lowlatency,0
libostyle1c2,0
libndp0,0
libpango1.0-0,0
nautilus-sendto,0
libexpat1,116623157
tali,0
libcap-ng-dev,0
libdatetime-locale-perl,0
xserver-xorg-video-nouveau-hwe-16.04,0
binutils-dev,0
libsdl-ttf2.0-0,0
libncurses5,0
libqt5widgets5,0
libwmf0.2-7,0
python3-padme,0
graphviz,0
kexec-tools,0
gir1.2-ibus-1.0,0
libfreerdp-primitives1.1,0
libisc160,0
libjs-jquery,0
branding-ubuntu,0
tftpd,0
python-pygments,0
libpoppler58,0
libaprutil1-ldap,0
grub-common,0
libncursesw5,0
wvdial,0
printer-driver-sag-gdi,0
libx11-xcb1,36819158
cabextract,0
libpython3-stdlib,0
libgom-1.0-common,0
libsignon-plugins-common1,0
gconf-service-backend,6120817
libots0,0
gnome-font-viewer,0
libsndfile1,14730984
wireless-regdb,0
gir1.2-gee-0.8,0
rake,0
evolution,0
libpcrecpp0v5,0
python3-debian,0
libgtk-3-common,0
checkbox-gui,0
cifs-utils,5084
dctrl-tools,0
liblcms2-utils,0
unity-scope-video-remote,0
emacs24-common,0
sylpheed-i18n,0
fonts-lohit-guru,0
libwinpr-dsparse0.1,0
libtotem0,0
psmisc,2929
libspice-server-dev,0
libgfbgraph-0.2-0,0
cscope,0
libmpeg2-4,0
libfontconfig1,105287964
indicator-session,0
ttf-bitstream-vera,0
libxerces2-java,0
libbabl-0.1-0,0
ed,0
libdmapsharing-3.0-2,0
python-tz,0
uuid-dev,0
libxml-simple-perl,0
compiz,0
libtbb2,0
libvisual-0.4-0,0
libfreerdp-gdi1.1,0
libgucharmap-2-90-7,0
libglu1-mesa,0
liboauth0,0
blt,0
libavfilter-ffmpeg5,0
gnome-icon-theme-symbolic,0
libdconf1,0
notification-daemon,0
gnome-online-accounts,14733647
libaccount-plugin-google,0
libbluetooth-dev,5256
usb-creator-common,0
libunity-gtk3-parser0,0
fcitx-data,0
libdrm-intel1,0
libblkid-dev,0
libpcre3,472350985
fonts-dejavu-extra,0
overlay-scrollbar-gtk2,0
gnumeric,0
libqt5printsupport5,0
gnu-efi,0
linux-image-4.15.0-47-lowlatency,0
libgtk-vnc-2.0-0,0
libmedia1,0
rtkit,7367143
fonts-thai-tlwg,0
lxsession-logout,0
indicator-sound,0
gedit-plugins,0
xkbset,0
fontconfig-config,0
ibus-gtk3,0
libmtdev1,0
libcurl3,7368720
fonts-tlwg-typist-ttf,0
libslang2-dev,0
python-software-properties,0
cheese,0
udisks2,7375746
ubuntu-release-upgrader-gtk,0
python3-cupshelpers,0
libthai-data,0
libunity-misc4,0
rpcbind,7364738
mtools,2704
libgtk2.0-bin,0
ubuntu-settings,0
libnss3,0
libmms0,0
libpng12-0,112775842
docbook-xml,0
unity-scope-tomboy,0
libmng2,0
libffi6,312931485
parallel,0
gkbd-capplet,0
xdg-user-dirs,0
xmlto,0
libimlib2,7366391
hud,7366190
libx32quadmath0,0
texlive-latex-extra,0
libnetpbm10,0
libart-2.0-2,3800
libfcgi-perl,0
python3-speechd,0
qtdeclarative5-dev-tools,0
libisccfg140,0
libgl1-mesa-dev,0
desktop-base,0
intel-gpu-tools,11842
pm-utils,0
tcpdump,0
libgraphite2-3,105290512
libxcb-render0,105288515
libpangoft2-1.0-0,105288994
libtimezonemap-data,0
python-gobject,0
plymouth-theme-lubuntu-logo,0
hicolor-icon-theme,0
texlive-math-extra,0
gnumeric-doc,0
lxsession-data,0
xboard,0
ant,0
libfakeroot,0
libegl1-mesa,0
libassuan0,4839834
fonts-tlwg-waree,0
gnome-video-effects,0
libreoffice-avmedia-backend-gstreamer,0
libsidplayfp4,0
geoclue-ubuntu-geoip,0
libsnmp30,0
libgirepository-1.0-1,7366314
system-tools-backends,0
libnet-http-perl,0
realpath,0
libsnmp-base,0
debhelper,0
libxcb-dri2-0-dev,0
libglibmm-2.4-1v5,0
lxpanel-data,0
gir1.2-soup-2.4,0
libprotobuf9v5,0
libfile-copy-recursive-perl,0
libfm-modules,0
fwupdate-signed,0
apt-file,0
libdns-export162,14475371
fonts-tlwg-typo,0
x11proto-randr-dev,0
unity-services,0
apt-transport-https,0
evince-common,0
libnl-3-200,0
light-locker-settings,0
fakeroot,2429
lib32itm1,0
libcommon-sense-perl,0
unity-scope-openclipart,0
libreoffice-pdfimport,0
libguvcview-1.1-1,0
zeitgeist-core,14733175
libunity-gtk2-parser0,0
libxrender1,111898363
texlive-fonts-recommended-doc,0
libglapi-mesa,0
libubuntu-application-api3,0
btrfs-tools,7604
libbinio1v5,0
software-properties-common,0
xkb-data,0
liberror-perl,0
thunderbird-gnome-support,0
libatkmm-1.6-1v5,0
lsb-base,0
lp-solve,0
sgml-base,0
xfburn,0
os-prober,0
gstreamer1.0-clutter-3.0,0
libx11-dev,0
libssh2-1,0
ethtool,0
qtdeclarative5-test-plugin,0
openjdk-8-jdk,0
geoclue,0
libvorbis0a,14729317
cpio,0
libboost-iostreams1.58.0,0
ssh,0
cups-ppdc,0
util-linux,7370461
libcryptui0a,0
cups-daemon,42231
x11proto-input-dev,0
libmetacity-private3a,0
libpam-modules-bin,0
printer-driver-splix,0
python2.7-dev,0
python3-blinker,0
liblwres141,0
bison,0
net-tools,0
libpng12-dev,0
po4a,0
libjson-glib-1.0-common,0
fonts-tlwg-purisa,0
