/usr/sbin/rpc.mountd,85-05:14:39,00:00:00
/usr/lib/gvfs/gvfsd-dnssd,75-22:04:02,00:00:00
/bin/grep,00:01,00:00:00
/sbin/upstart,85-05:14:35,00:00:03
/usr/bin/tail,00:00,00:00:00
/usr/bin/clipit,85-05:14:33,01:16:07
/sbin/agetty,85-05:14:09,00:00:00
/usr/bin/update-notifier,85-05:14:33,00:00:59
/usr/bin/pcmanfm,85-05:14:33,00:01:32
/usr/sbin/cron,85-05:14:40,00:00:10
/usr/bin/nm-applet,85-05:14:33,00:00:00
/lib/systemd/systemd-logind,85-05:14:40,00:00:09
